tile	nucleus	intensity
49	75	3969611
49	76	1757856
49	77	2606813
49	78	3260089
49	79	752420
49	80	835068
49	81	2770097
49	82	3306237
49	83	3370719
49	84	4595099
49	85	2148027
49	86	1913032
49	87	4720450
49	88	825643
49	89	4326628
49	90	482920
49	91	1393825
49	92	3190258
49	93	637032
49	94	2866092
49	95	1594327
49	96	3182311
49	97	664590
49	98	1697577
49	99	2192321
49	100	1251101
49	101	1843359
49	102	1761205
49	103	223060
49	104	200579
49	105	210328
49	106	2901882
49	107	1273234
49	108	756038
49	109	1326614
49	110	2256270
49	111	968497
49	112	2005938
50	1	3896973
50	2	1554650
50	3	4624021
50	4	3398918
50	5	4329326
50	6	8216715
50	7	306189
50	8	6419518
50	9	5402686
50	10	3442646
50	11	3237737
50	12	1353818
50	13	803467
50	14	2399399
50	15	2203315
50	16	2016327
50	17	2919221
50	18	3683870
50	19	1553356
50	20	657932
50	21	798757
50	22	4471739
50	23	4061347
50	24	5974064
50	25	4499001
50	26	7147335
50	27	5655718
50	28	4439833
50	29	3552013
50	30	4788655
50	31	877866
50	32	8766031
50	33	2864041
50	34	389060
50	35	6848209
50	36	4896951
50	37	3027784
50	38	2688446
50	39	6315436
50	40	1647537
50	41	9858092
50	42	906188
50	43	3237656
50	44	2735869
50	45	4361105
50	46	888827
50	47	2912871
50	48	1186246
50	49	3518310
50	50	2624012
50	51	1444534
50	52	241557
50	53	1245471
50	54	4967678
50	55	309405
50	56	4284637
50	57	2556874
50	58	1852028
50	59	2291607
50	60	1452900
50	61	3889169
50	62	3036891
50	63	775586
50	64	825344
50	65	4255200
50	66	1860163
50	67	1571359
50	68	1709156
50	69	1580702
50	70	3430703
50	71	2635835
50	72	2089323
50	73	848873
50	74	2714761
50	75	2625816
50	76	1940958
50	77	823799
50	78	1608296
50	79	2069784
50	80	1231190
50	81	3022809
50	82	2284733
50	83	1630360
50	84	607457
50	85	1433114
50	86	2052437
50	87	2347785
50	88	1358112
50	89	621388
50	90	675923
51	1	4337760
51	2	4145856
51	3	1926710
51	4	4344594
51	5	5563662
51	6	6322487
51	7	572492
51	8	3832102
51	9	5554897
51	10	9811091
51	11	753264
51	12	6722601
51	13	3450021
51	14	2168776
51	15	3658005
51	16	292787
51	17	950592
51	18	4907184
51	19	3208032
51	20	1299856
51	21	3650072
51	22	2022030
51	23	4115512
51	24	3302086
51	25	589666
51	26	4615955
51	27	5682805
51	28	746266
51	29	2187553
51	30	3499460
51	31	2097410
51	32	5173107
51	33	3439176
51	34	3956454
51	35	1010103
51	36	1049995
51	37	1710649
51	38	1635867
51	39	4525731
51	40	5057355
51	41	2802247
51	42	3584488
51	43	3860012
51	44	1318737
51	45	1749848
51	46	4612569
51	47	3497892
51	48	3005906
51	49	2189246
51	50	3147857
51	51	3510267
51	52	375455
51	53	2600446
51	54	1294775
51	55	4213243
51	56	2682485
51	57	1627263
51	58	1839304
51	59	4161035
51	60	2698020
51	61	968320
51	62	2002070
51	63	2508933
51	64	414095
51	65	3983514
51	66	762228
52	1	1222917
52	2	5372926
52	3	98440
52	4	5988608
52	5	6305942
52	6	4178839
52	7	3608476
52	8	2980443
52	9	2420430
52	10	3571548
52	11	1033533
52	12	1385969
52	13	4143864
52	14	4543662
52	15	2188829
52	16	1439433
52	17	997070
52	18	2057950
52	19	3887924
52	20	1959469
52	21	1180791
52	22	3246056
52	23	2558632
52	24	3250981
52	25	1852442
52	26	556687
52	27	2898665
52	28	1445063
52	29	301557
52	30	376225
52	31	1517834
52	32	283442
52	33	1747021
52	34	1347953
52	35	698073
53	1	1681817
53	2	384242
53	3	89577
53	4	710878
53	5	1503988
53	6	486546
53	7	335208
54	1	4392925
54	2	2198940
54	3	5677123
54	4	2490344
54	5	332591
54	6	5718855
54	7	482527
54	8	6171974
54	9	819742
54	10	5659501
54	11	654280
54	12	4458936
54	13	3418227
54	14	363989
54	15	3717335
54	16	1439988
54	17	103345
54	18	1606415
54	19	1322566
54	20	2735996
54	21	6583628
54	22	4415650
54	23	11471767
54	24	823361
54	25	781526
54	26	5322593
54	27	4091432
54	28	7007281
54	29	3140209
54	30	428853
54	31	3075435
54	32	4985766
54	33	924629
54	34	538842
54	35	6443875
54	36	8358131
54	37	549445
54	38	7784404
54	39	6449241
54	40	4180784
54	41	8648305
54	42	2071139
54	43	8961570
54	44	7423360
54	45	2765410
54	46	1619717
54	47	6398463
54	48	1562437
54	49	6651786
54	50	4352817
54	51	1838076
54	52	428371
54	53	4171890
54	54	2829823
54	55	1895032
54	56	1210206
54	57	1926685
54	58	3048238
54	59	156340
54	60	55293
54	61	5979102
54	62	2640196
54	63	4983655
54	64	5332682
54	65	3301214
54	66	6289923
54	67	720657
54	68	788841
54	69	1779107
54	70	6059524
54	71	2212968
54	72	4144709
54	73	479078
54	74	55703
54	75	1942690
54	76	1786700
54	77	544984
54	78	829772
54	79	1872834
54	80	8268029
54	81	1332333
54	82	380737
54	83	1899644
54	84	893889
54	85	3850101
54	86	2367520
54	87	2544272
54	88	1147963
54	89	58595
54	90	4338682
54	91	575273
54	92	2381588
54	93	786822
54	94	1019158
55	1	711436
55	2	108512
55	3	97747
55	4	874124
55	5	508772
55	6	1315922
55	7	369069
55	8	294153
55	9	139542
55	10	257918
55	11	166624
55	12	1236118
55	13	714951
55	14	388398
55	15	813236
55	16	415383
55	17	301474
55	18	545362
55	19	592271
57	1	1448305
57	2	483463
57	3	1255827
57	4	1818183
57	5	490811
57	6	1985223
57	7	1401989
57	8	88576
57	9	300493
57	10	851991
57	11	126786
57	12	422153
57	13	183434
57	14	1498790
57	15	618409
57	16	1175460
57	17	974405
57	18	523357
57	19	668512
57	20	1109339
57	21	921936
57	22	507070
57	23	1031444
57	24	528617
57	25	1215586
57	26	306559
57	27	419431
57	28	143888
57	29	143503
57	30	1516407
57	31	403104
57	32	1308750
57	33	3231253
57	34	760305
57	35	494690
57	36	1972414
57	37	442088
57	38	164320
57	39	78576
57	40	1446575
57	41	3149355
57	42	623746
57	43	712130
57	44	687123
57	45	675983
57	46	428253
57	47	1812067
57	48	172714
57	49	445975
57	50	757250
57	51	86729
58	1	715084
58	2	2221867
58	3	2567427
58	4	2620769
58	5	2776194
58	6	696585
58	7	2218525
58	8	1979543
58	9	975849
58	10	198022
58	11	2003733
58	12	431648
58	13	3977205
58	14	5394957
58	15	2115481
58	16	2002689
58	17	627023
58	18	1599227
58	19	2198498
58	20	5116190
58	21	7384668
58	22	2816954
58	23	3909964
58	24	184083
58	25	375737
58	26	1016066
58	27	1274997
58	28	313105
58	29	266619
58	30	2131790
58	31	568398
58	32	5329229
58	33	939375
58	34	1040114
58	35	4493798
58	36	5533536
58	37	275824
58	38	8381101
58	39	4881740
58	40	3154369
58	41	3495167
58	42	3756594
58	43	2641279
58	44	2480304
58	45	4471214
58	46	256423
58	47	1094142
58	48	1361826
58	49	3319569
58	50	1276484
58	51	3468704
58	52	909557
58	53	2400112
58	54	1565290
58	55	806918
58	56	730702
58	57	774862
58	58	69018
58	59	252419
58	60	1982123
58	61	3790501
58	62	1964082
58	63	1383206
58	64	3739977
58	65	1030793
58	66	490398
58	67	209223
58	68	1511003
58	69	234914
58	70	622673
59	1	5476823
59	2	2112094
59	3	3664567
59	4	1308335
59	5	2333622
59	6	605511
59	7	1238068
59	8	2350724
59	9	8481543
59	10	4354817
59	11	3157941
59	12	5777962
59	13	1624430
59	14	1638099
59	15	997700
59	16	3978518
59	17	39671
59	18	289550
59	19	2002612
59	20	3509224
59	21	709337
59	22	3867402
59	23	3926749
59	24	7310411
59	25	75835
59	26	1502379
59	27	547815
59	28	1841382
59	29	721819
59	30	365727
59	31	1365848
59	32	640659
59	33	3083836
59	34	447903
59	35	439456
59	36	3224401
59	37	196884
59	38	2756252
59	39	2431642
59	40	554717
59	41	3455099
59	42	1465454
59	43	3382527
59	44	2560297
59	45	1024528
59	46	1652750
59	47	186781
59	48	379018
59	49	159666
59	50	2231767
59	51	1880150
59	52	90322
60	1	3144641
60	2	1480290
60	3	3356801
60	4	2266179
60	5	4348758
60	6	231793
60	7	5353414
60	8	2790150
60	9	1713283
60	10	247546
60	11	2826849
60	12	3403258
60	13	4767300
60	14	2122723
60	15	3737838
60	16	3573865
60	17	5630356
60	18	5174045
60	19	2808573
60	20	594327
60	21	4401561
60	22	5114339
60	23	4301402
60	24	711649
60	25	2637135
60	26	3007478
60	27	291860
60	28	3692026
60	29	8105705
60	30	997034
60	31	3991008
60	32	3017660
60	33	4096467
60	34	648821
60	35	2503921
60	36	817479
60	37	9167185
60	38	989426
60	39	3978860
60	40	2872838
60	41	593990
60	42	1852282
60	43	3913675
60	44	4034040
60	45	5842206
60	46	4732514
60	47	1514067
60	48	209799
60	49	2660660
60	50	1698071
60	51	5342602
60	52	2377319
60	53	75044
60	54	2344544
60	55	1918225
60	56	730861
60	57	437137
60	58	1487134
60	59	2128537
60	60	257194
60	61	2612774
60	62	1920787
60	63	1430620
60	64	174178
60	65	323839
60	66	1822996
60	67	387721
60	68	902796
60	69	1195420
60	70	349327
60	71	1104561
60	72	3327073
60	73	880753
60	74	4170603
60	75	803249
60	76	138802
60	77	2464156
60	78	146117
60	79	672201
60	80	2585289
60	81	1466674
61	1	1817044
61	2	4511506
61	3	1642417
61	4	2324653
61	5	7504781
61	6	2488911
61	7	4271308
61	8	2764439
61	9	6317887
61	10	1073233
61	11	2128621
61	12	1889039
61	13	3585258
61	14	357765
61	15	6829575
61	16	1489139
61	17	1737143
61	18	2161205
61	19	2363704
61	20	1951131
61	21	3060674
61	22	3189006
61	23	2249505
61	24	6519300
61	25	6235447
61	26	3199938
61	27	700011
61	28	2504523
61	29	5251619
61	30	2257021
61	31	1676677
61	32	13150258
61	33	323675
61	34	4442909
61	35	3927373
61	36	3391208
61	37	1346633
61	38	6364272
61	39	4773547
61	40	2073161
61	41	6096666
61	42	1429612
61	43	3818341
61	44	4885971
61	45	736009
61	46	2306055
61	47	535267
61	48	1706786
61	49	6060448
61	50	784079
61	51	4130982
61	52	2079732
61	53	941537
61	54	1609351
61	55	2702448
61	56	1103153
61	57	2896762
61	58	3918555
61	59	3121039
61	60	1551364
61	61	821032
61	62	2120292
61	63	2066985
61	64	1848284
61	65	2124892
61	66	1066236
61	67	1313272
61	68	1800425
61	69	443947
61	70	1331047
61	71	6224676
61	72	4053715
61	73	1935524
61	74	1284175
61	75	3834636
61	76	1901966
61	77	2300422
61	78	3228563
61	79	726627
61	80	2164982
61	81	1820857
61	82	2390624
61	83	2178156
61	84	2085513
61	85	1484028
61	86	422116
61	87	787050
61	88	1055204
61	89	1819259
61	90	1779071
61	91	1867931
61	92	2631689
61	93	2485437
61	94	1197297
61	95	967088
61	96	1015338
61	97	1752326
62	1	2333700
62	2	2321648
62	3	2743168
62	4	4648089
62	5	4185383
62	6	3361602
62	7	3053359
62	8	6189401
62	9	410492
62	10	4047879
62	11	2071894
62	12	508584
62	13	2726965
62	14	427947
62	15	7779102
62	16	5797966
62	17	9285341
62	18	4853843
62	19	4258336
62	20	3813496
62	21	2614734
62	22	3388644
62	23	2362188
62	24	5012048
62	25	2810894
62	26	2463249
62	27	1589233
62	28	2397387
62	29	4358036
62	30	1861197
62	31	2910699
62	32	1206450
62	33	5918787
62	34	3248705
62	35	736951
62	36	158361
62	37	3567443
62	38	4189558
62	39	7623600
62	40	4131161
62	41	1729385
62	42	89837
62	43	5981878
62	44	358164
62	45	1646415
62	46	3261596
62	47	374098
62	48	1660901
62	49	961917
62	50	6398469
62	51	2405332
62	52	1733167
62	53	1011169
62	54	1571659
62	55	988314
62	56	2212963
62	57	389477
62	58	3131547
62	59	4003185
62	60	421860
62	61	5838221
62	62	3012674
62	63	1878604
62	64	518137
62	65	5574070
62	66	461718
62	67	2493715
62	68	7186311
62	69	882818
62	70	824358
62	71	4432897
62	72	1954738
62	73	4180075
62	74	2563722
62	75	4031715
62	76	2860844
62	77	5455480
62	78	989661
62	79	651157
62	80	3810484
62	81	704547
62	82	669003
62	83	4538479
62	84	8936111
62	85	3138245
62	86	2993396
62	87	3454496
62	88	2657643
62	89	7593019
62	90	5086716
62	91	1973284
62	92	1710825
62	93	1372144
62	94	227978
62	95	654649
62	96	2665429
62	97	1795174
62	98	2575923
62	99	1121644
62	100	680494
62	101	4014972
62	102	2278006
62	103	1491140
62	104	882093
62	105	4176203
62	106	924125
62	107	3643099
62	108	2411710
62	109	590246
62	110	3017599
62	111	854608
62	112	1004879
62	113	1661395
62	114	6194453
62	115	2697441
62	116	953140
62	117	1629880
62	118	1051023
62	119	1170607
62	120	878544
62	121	732558
62	122	3222306
62	123	1321947
62	124	418532
62	125	3230574
62	126	3946017
62	127	376730
62	128	1718093
62	129	2968622
62	130	1191794
62	131	2211595
62	132	2182066
62	133	3647570
62	134	966105
62	135	3728718
62	136	1132510
62	137	317444
62	138	2798452
62	139	3089634
62	140	298239
62	141	1198887
62	142	556942
62	143	2505638
62	144	557010
62	145	2139613
62	146	2503093
62	147	830080
62	148	2032029
62	149	3523836
62	150	1136744
62	151	631945
62	152	1662353
63	1	4276686
63	2	375490
63	3	345056
63	4	304268
63	5	2070335
63	6	4639023
63	7	1128996
63	8	2927935
63	9	4343136
63	10	2508653
63	11	5920845
63	12	4252761
63	13	5580619
63	14	5537210
63	15	5978108
63	16	3503185
63	17	1164536
63	18	330051
63	19	2909158
63	20	8438907
63	21	5796520
63	22	4524467
63	23	2217916
63	24	5714996
63	25	1515297
63	26	7601448
63	27	5595458
63	28	4469408
63	29	5546090
63	30	2127771
63	31	8494570
63	32	1091300
63	33	5539321
63	34	5121312
63	35	879236
63	36	1118754
63	37	4435571
63	38	688589
63	39	722310
63	40	1988336
63	41	2039784
63	42	1409960
63	43	2337673
63	44	1643113
63	45	5033513
63	46	3753811
63	47	6192600
63	48	1783487
63	49	5725111
63	50	3621153
63	51	936497
63	52	2629506
63	53	7431123
63	54	1863728
63	55	3003835
63	56	2050505
63	57	802003
63	58	5999519
63	59	3668248
63	60	3082002
63	61	132590
63	62	3767159
63	63	4096658
63	64	9264808
63	65	2462655
63	66	3310167
63	67	4955564
63	68	2868765
63	69	2053189
63	70	4473708
63	71	1424190
63	72	5202703
63	73	1127902
63	74	455968
63	75	1910161
63	76	2968534
63	77	7566396
63	78	1142970
63	79	1009898
63	80	3180474
63	81	5849022
63	82	366300
63	83	4897459
63	84	4723951
63	85	891403
63	86	4854673
63	87	2811421
63	88	3113724
63	89	3409516
63	90	2587528
63	91	3237401
63	92	1481410
63	93	1688860
63	94	1886450
63	95	3547951
63	96	3961880
63	97	3064079
63	98	470192
63	99	4112667
63	100	628211
63	101	1284535
63	102	2365680
63	103	4272500
63	104	2940757
63	105	2696909
63	106	1218918
63	107	2648290
63	108	4659868
63	109	1317533
63	110	1145306
63	111	4760541
63	112	1274015
63	113	2216914
63	114	3866164
63	115	885395
63	116	2316612
63	117	513007
63	118	5420162
63	119	1941896
63	120	993111
63	121	3850776
63	122	1844103
63	123	3677813
63	124	1671519
63	125	5306405
63	126	640249
63	127	3613619
63	128	2028454
63	129	1847043
63	130	2581151
63	131	4466247
63	132	1887442
63	133	4364513
63	134	1851640
63	135	835169
63	136	5107152
63	137	3465398
63	138	667449
63	139	911814
63	140	1451122
63	141	1179177
63	142	2170099
63	143	339438
63	144	1040936
63	145	426060
63	146	3494473
63	147	1144652
63	148	2050664
63	149	789065
63	150	2051108
63	151	1700692
63	152	1594776
63	153	1599410
63	154	1985169
63	155	1639962
63	156	2939256
63	157	689879
63	158	743022
63	159	107200
64	1	3089679
64	2	5218131
64	3	6306410
64	4	4283821
64	5	938325
64	6	3149442
64	7	3416449
64	8	6253351
64	9	4260833
64	10	1739837
64	11	6155540
64	12	5693889
64	13	7867369
64	14	3683203
64	15	3392247
64	16	1316739
64	17	3666052
64	18	1926379
64	19	6065779
64	20	502533
64	21	4594498
64	22	3883678
64	23	2738514
64	24	7405578
64	25	1675875
64	26	4003659
64	27	5156708
64	28	4866511
64	29	2550259
64	30	3268878
64	31	1893819
64	32	1411830
64	33	8171727
64	34	911092
64	35	4464111
64	36	1023696
64	37	2109111
64	38	645252
64	39	246845
64	40	3821307
64	41	4503971
64	42	433377
64	43	6150185
64	44	1373453
64	45	7354203
64	46	3628762
64	47	5467624
64	48	5021036
64	49	8470017
64	50	1266590
64	51	4780405
64	52	1377069
64	53	1322021
64	54	3517505
64	55	284878
64	56	1007382
64	57	1868624
64	58	3211321
64	59	576376
64	60	4434523
64	61	8491500
64	62	6289970
64	63	354003
64	64	3632995
64	65	2822588
64	66	1583454
64	67	1812972
64	68	4398676
64	69	1530302
64	70	3676939
64	71	4198996
64	72	1860952
64	73	3159939
64	74	4608956
64	75	2207673
64	76	3764990
64	77	1542677
64	78	2578595
64	79	3400162
64	80	420764
64	81	448410
64	82	3420770
64	83	647751
64	84	1536522
64	85	4620635
64	86	894939
64	87	5523375
64	88	2337038
64	89	1315533
64	90	3413767
64	91	2455246
64	92	2306452
64	93	4523344
64	94	874234
64	95	337912
64	96	2547743
64	97	363344
64	98	1780287
64	99	2805179
64	100	7415618
64	101	1652918
64	102	6128220
64	103	2505996
64	104	1990629
64	105	1031904
64	106	3923365
64	107	2020676
64	108	1140537
64	109	3446359
64	110	3421162
64	111	4464936
64	112	4096226
64	113	2089152
64	114	1111600
64	115	6582533
64	116	8819312
64	117	2503080
64	118	541436
64	119	370149
64	120	1017452
64	121	476036
64	122	4014604
64	123	1958805
64	124	459498
64	125	2006213
64	126	999718
64	127	334563
64	128	461415
64	129	2796289
64	130	1406721
64	131	1118719
64	132	2093739
64	133	788379
64	134	1250642
64	135	1612930
64	136	2911281
64	137	686003
64	138	463663
64	139	73004
65	1	5282731
65	2	1346371
65	3	4113770
65	4	3180125
65	5	605404
65	6	8914918
65	7	1720874
65	8	3617098
65	9	5279782
65	10	1520279
65	11	1100324
65	12	395896
65	13	3320735
65	14	511213
65	15	3331726
65	16	1065644
65	17	1814532
65	18	4303427
65	19	4571358
65	20	605891
65	21	6118753
65	22	8248079
65	23	8473165
65	24	3173345
65	25	5063671
65	26	348729
65	27	5209443
65	28	1886780
65	29	1172947
65	30	577014
65	31	2770087
65	32	5594496
65	33	349671
65	34	4102054
65	35	2722495
65	36	9604562
65	37	5925110
65	38	584634
65	39	3136499
65	40	2298085
65	41	2787715
65	42	1544361
65	43	2383464
65	44	6648893
65	45	3763455
65	46	4168059
65	47	943586
65	48	6971591
65	49	2284591
65	50	8512776
65	51	1210884
65	52	3601724
65	53	3518904
65	54	6209232
65	55	4078588
65	56	8455681
65	57	4335184
65	58	1200432
65	59	1058608
65	60	1585513
65	61	6123229
65	62	3579262
65	63	7395016
65	64	603953
65	65	5488501
65	66	3725783
65	67	1412899
65	68	4339099
65	69	5079663
65	70	3306593
65	71	1453598
65	72	778572
65	73	5710481
65	74	434204
65	75	2607447
65	76	6179363
65	77	3685238
65	78	2701507
65	79	386435
65	80	3090656
65	81	2372923
65	82	3524967
65	83	1151990
65	84	3453506
65	85	3266958
65	86	5094038
65	87	4880134
65	88	5203439
65	89	249127
65	90	2238169
65	91	240396
65	92	3887509
65	93	1214038
65	94	2292777
65	95	2803077
65	96	1613535
65	97	2822643
65	98	3031124
65	99	3636062
65	100	3268882
65	101	283083
65	102	4828965
65	103	464593
65	104	2605156
65	105	930262
65	106	2834816
65	107	2007127
65	108	550010
65	109	1818352
65	110	1436041
65	111	1801355
65	112	2576832
65	113	284131
65	114	369968
65	115	787434
65	116	1058673
65	117	799083
65	118	1060031
65	119	909302
65	120	244226
66	1	2930817
66	2	595108
66	3	3783442
66	4	2791901
66	5	1589208
66	6	5314709
66	7	1170372
66	8	1097085
66	9	1709276
66	10	3490165
66	11	5511116
66	12	3871487
66	13	461378
66	14	1052421
66	15	7197496
66	16	2047573
66	17	1404454
66	18	1710486
66	19	3457098
66	20	3054001
66	21	3315673
66	22	3050494
66	23	807430
66	24	1521377
66	25	3910771
66	26	3380256
66	27	4068588
66	28	4665978
66	29	3039506
66	30	4231007
66	31	3796222
66	32	2259606
66	33	4323383
66	34	3642904
66	35	517461
66	36	5348156
66	37	4650741
66	38	3409199
66	39	1098152
66	40	1197136
66	41	731053
66	42	3363854
66	43	899857
66	44	6583662
66	45	1100247
66	46	3831278
66	47	2281750
66	48	4089658
66	49	1668109
66	50	4689031
66	51	4289061
66	52	2693828
66	53	1220372
66	54	424458
66	55	1563751
66	56	1402218
66	57	1977211
66	58	1042443
66	59	1016689
66	60	1538227
66	61	2003381
66	62	690910
66	63	383251
66	64	1339441
66	65	1087331
67	1	58750
67	2	28230
67	3	69925
67	4	31530
67	5	33356
67	6	38734
67	7	59715
67	8	51161
67	9	43124
67	10	23635
67	11	23990
67	12	51123
67	13	30465
67	14	99139
67	15	37625
67	16	34435
67	17	39632
67	18	23503
67	19	35489
67	20	69453
67	21	46877
67	22	29109
67	23	122915
67	24	51188
67	25	23650
67	26	151406
67	27	65816
67	28	41971
67	29	46586
67	30	28145
67	31	47369
67	32	24316
67	33	78144
67	34	81863
67	35	30900
67	36	64899
67	37	58318
67	38	49389
67	39	318468
67	40	47818
67	41	60003
67	42	27761
67	43	36658
67	44	44073
67	45	145973
67	46	147285
67	47	38874
67	48	28266
67	49	108045
67	50	25618
67	51	40979
67	52	23649
67	53	29259
67	54	246070
67	55	27490
67	56	23850
67	57	59031
67	58	36467
67	59	137412
67	60	57762
67	61	57413
67	62	40820
67	63	59485
67	64	33866
67	65	37275
67	66	122157
67	67	30472
67	68	30212
67	69	27153
67	70	34526
67	71	61378
67	72	27540
67	73	102129
67	74	32648
67	75	51216
67	76	71898
67	77	53593
67	78	46763
67	79	26747
67	80	22896
67	81	136016
67	82	43555
67	83	28580
67	84	69332
67	85	124110
67	86	45312
67	87	63100
67	88	92823
67	89	33677
67	90	38499
67	91	76024
67	92	35175
67	93	33393
67	94	38714
67	95	414865
67	96	37621
67	97	41596
67	98	62771
67	99	41213
67	100	61759
67	101	38248
67	102	26420
67	103	42538
67	104	109786
67	105	49218
67	106	37482
67	107	76847
67	108	45442
67	109	27935
67	110	161745
67	111	91882
67	112	28569
67	113	24124
67	114	37706
67	115	51448
67	116	48716
67	117	27360
67	118	35211
67	119	49134
67	120	32048
67	121	34846
68	1	1335339
68	2	4407162
68	3	8489700
68	4	1252296
68	5	4009557
68	6	502504
68	7	6071691
68	8	6315954
68	9	4104029
68	10	4484741
68	11	4469922
68	12	808010
68	13	1127727
68	14	3341243
68	15	2217424
68	16	2412113
68	17	2426977
68	18	6920880
68	19	2559773
68	20	2257709
68	21	2244522
68	22	5941343
68	23	588285
68	24	2436285
68	25	4568284
68	26	4257862
68	27	163376
68	28	2130486
68	29	7017656
68	30	1475369
68	31	4314223
68	32	1650800
68	33	726749
68	34	9191988
68	35	2113487
68	36	512054
68	37	1970831
68	38	2357582
68	39	6172355
68	40	9869696
68	41	1620819
68	42	4543416
68	43	2366582
68	44	3849722
68	45	2346257
68	46	613813
68	47	4822427
68	48	2879404
68	49	2329131
68	50	2029637
68	51	2368191
68	52	1423679
68	53	490961
68	54	1418781
68	55	262632
68	56	981187
68	57	1348560
68	58	3733802
68	59	2127645
68	60	2330473
68	61	285032
68	62	2166724
68	63	2392309
68	64	726924
68	65	749848
68	66	2334779
68	67	916206
68	68	2019008
68	69	95126
69	1	751355
69	2	992153
69	3	285758
69	4	214811
69	5	360349
69	6	583685
69	7	253264
69	8	476566
69	9	236091
69	10	196672
69	11	119096
69	12	350774
69	13	568783
69	14	200226
69	15	246017
69	16	139952
69	17	85092
69	18	156514
72	1	340362
72	2	1157823
72	3	5704202
72	4	3702171
72	5	2685911
72	6	1493785
72	7	2201607
72	8	2861205
72	9	4806782
72	10	6148698
72	11	1983743
72	12	2791386
72	13	5870018
72	14	4369889
72	15	3469117
72	16	713095
72	17	2467899
72	18	3001573
72	19	1000190
72	20	1048125
72	21	1641323
72	22	1973687
72	23	2269528
72	24	4098901
72	25	1649866
72	26	1116049
73	1	995334
73	2	238936
73	3	912387
73	4	279457
73	5	4398410
73	6	4778575
73	7	554449
73	8	3213904
73	9	313931
73	10	3988683
73	11	4434502
73	12	532931
73	13	1577251
73	14	2554952
73	15	4845213
73	16	3559141
73	17	2626755
73	18	4134888
73	19	7012685
73	20	935168
73	21	1116728
73	22	361038
73	23	866713
73	24	1794474
73	25	5656547
73	26	421410
73	27	1969131
73	28	1123894
73	29	980371
73	30	2999466
73	31	490341
73	32	198962
73	33	916415
74	1	7578236
74	2	2080113
74	3	1974081
74	4	7501629
74	5	1689553
74	6	237455
74	7	3519000
74	8	241986
74	9	1198281
74	10	6071209
74	11	4747442
74	12	3292439
74	13	1745358
74	14	2823821
74	15	3914008
74	16	4793326
74	17	945545
74	18	5658019
74	19	4981239
74	20	769124
74	21	7759005
74	22	3126795
74	23	8391298
74	24	467802
74	25	9774620
74	26	3079356
74	27	2385674
74	28	3567700
74	29	4621497
74	30	4755287
74	31	2974764
74	32	2004089
74	33	2143563
74	34	1147686
74	35	1269877
74	36	4346668
74	37	932913
74	38	102719
74	39	1268256
74	40	3292031
74	41	1379373
74	42	491502
74	43	1261027
74	44	799256
75	1	791673
75	2	360457
75	3	1597920
75	4	3768049
75	5	4416469
75	6	3314043
75	7	6007519
75	8	4805878
75	9	5663231
75	10	2290113
75	11	3585521
75	12	4523061
75	13	830210
75	14	498969
75	15	5874227
75	16	5279133
75	17	4395900
75	18	1900509
75	19	5322658
75	20	2912160
75	21	4301737
75	22	1438878
75	23	4331837
75	24	1722691
75	25	6232274
75	26	2743527
75	27	4156201
75	28	1883938
75	29	7030129
75	30	2399261
75	31	7056881
75	32	845109
75	33	2245203
75	34	3221855
75	35	405658
75	36	753010
75	37	3541111
75	38	568209
75	39	1278763
75	40	3037198
75	41	3521868
75	42	5073065
75	43	1414882
75	44	1009147
75	45	2705815
75	46	2394177
75	47	1397470
75	48	2559038
75	49	7639805
75	50	1999844
75	51	2440543
75	52	4968272
75	53	5563394
75	54	2853814
75	55	784317
75	56	3161601
75	57	353464
75	58	1797720
75	59	4145610
75	60	1858056
75	61	3498725
75	62	7355884
75	63	3525854
75	64	4253481
75	65	2951127
75	66	7732748
75	67	1136603
75	68	1276920
75	69	1994225
75	70	3212362
75	71	1269682
75	72	4185942
75	73	1669153
75	74	1509006
75	75	1096233
75	76	1982389
75	77	2887801
75	78	1841583
75	79	877428
75	80	1836813
75	81	5745614
75	82	3811787
75	83	1891401
75	84	1455989
75	85	5299635
75	86	1962944
75	87	380780
75	88	2621653
75	89	2379072
75	90	2340415
75	91	963188
75	92	500400
75	93	672234
75	94	2678996
75	95	383563
75	96	889476
75	97	1972216
75	98	585716
75	99	1387059
75	100	2443365
75	101	1662186
75	102	3631274
75	103	350676
75	104	479241
75	105	746710
75	106	257116
75	107	4216432
75	108	335444
75	109	977000
75	110	1529628
75	111	1720067
75	112	1795667
75	113	3124268
75	114	1232582
75	115	1087822
76	1	959837
76	2	4837307
76	3	2236139
76	4	5289393
76	5	3405914
76	6	7838291
76	7	2283741
76	8	1200198
76	9	4795401
76	10	4207199
76	11	614249
76	12	3442491
76	13	3253035
76	14	6209661
76	15	3234218
76	16	1526808
76	17	3005813
76	18	4844967
76	19	3212199
76	20	3533892
76	21	4705848
76	22	1418007
76	23	4752234
76	24	1207090
76	25	412162
76	26	2367328
76	27	2218637
76	28	1665277
76	29	3280842
76	30	5605206
76	31	4439983
76	32	3752412
76	33	5064778
76	34	3589889
76	35	985114
76	36	452418
76	37	632764
76	38	4104024
76	39	1256499
76	40	1713952
76	41	467589
76	42	1812960
76	43	6286791
76	44	1443507
76	45	2686294
76	46	3488380
76	47	2476941
76	48	6897760
76	49	6113761
76	50	2036435
76	51	545096
76	52	6492409
76	53	3438200
76	54	1639133
76	55	4470454
76	56	616216
