tile	nucleus	intensity
76	57	5110979
76	58	4233015
76	59	6501079
76	60	1851360
76	61	4591015
76	62	3290022
76	63	2845401
76	64	516745
76	65	4533718
76	66	6121193
76	67	444293
76	68	6367676
76	69	1129735
76	70	2383867
76	71	1071464
76	72	4597342
76	73	3510021
76	74	1213879
76	75	5918302
76	76	7820292
76	77	1496715
76	78	1426601
76	79	222349
76	80	3103726
76	81	4615635
76	82	4054709
76	83	1236522
76	84	3744039
76	85	2016653
76	86	2609906
76	87	2224525
76	88	2074263
76	89	1504545
76	90	2562556
76	91	2188386
76	92	6198232
76	93	2358890
76	94	5869938
76	95	759785
76	96	4216795
76	97	972659
76	98	1886757
76	99	2537142
76	100	4286201
76	101	1970523
76	102	535330
76	103	2599681
76	104	1225085
76	105	3111140
76	106	1615430
76	107	8971901
76	108	2929573
76	109	4752815
76	110	2741341
76	111	1900245
76	112	4178376
76	113	3321956
76	114	640799
76	115	1844719
76	116	417373
76	117	1917049
76	118	3811994
76	119	1790381
76	120	264685
76	121	2319520
76	122	149345
76	123	4331281
76	124	1161147
76	125	2160652
76	126	4816423
76	127	2435987
76	128	1776861
76	129	610295
76	130	2255200
76	131	3136469
76	132	2961900
76	133	518734
76	134	1396731
76	135	1794962
76	136	709753
76	137	1219368
76	138	1317771
76	139	953015
76	140	608568
76	141	284802
76	142	1332201
76	143	3504481
76	144	1922502
76	145	837167
76	146	1001446
76	147	684511
76	148	1892158
76	149	1664320
77	1	4354523
77	2	4043983
77	3	5379604
77	4	1664855
77	5	1946117
77	6	2091827
77	7	3224899
77	8	916044
77	9	2180916
77	10	5358373
77	11	1572454
77	12	563501
77	13	791618
77	14	2451133
77	15	3194996
77	16	2253684
77	17	475317
77	18	3631894
77	19	5221374
77	20	2318038
77	21	3869155
77	22	7132839
77	23	5817183
77	24	1874345
77	25	1208774
77	26	1266020
77	27	7966588
77	28	2771866
77	29	2519746
77	30	539851
77	31	4318718
77	32	1434427
77	33	2610212
77	34	3208686
77	35	1003422
77	36	3749780
77	37	3862366
77	38	829668
77	39	1035204
77	40	9241074
77	41	6159542
77	42	2273785
77	43	465442
77	44	3232167
77	45	4111983
77	46	339563
77	47	1440466
77	48	4578865
77	49	385893
77	50	4112288
77	51	1726405
77	52	1171766
77	53	1231015
77	54	2015291
77	55	444331
77	56	2767885
77	57	2063226
77	58	6510816
77	59	2044863
77	60	3119679
77	61	6305563
77	62	6385689
77	63	7534245
77	64	7225545
77	65	5531931
77	66	591966
77	67	2872515
77	68	3724980
77	69	1800774
77	70	607689
77	71	2021527
77	72	4477165
77	73	7590870
77	74	4634934
77	75	2115965
77	76	3176609
77	77	1388333
77	78	2825796
77	79	3512772
77	80	1610024
77	81	615647
77	82	3180453
77	83	593380
77	84	1571841
77	85	3264364
77	86	528765
77	87	518107
77	88	3802463
77	89	1223142
77	90	2265788
77	91	3399134
77	92	1327020
77	93	1278327
77	94	6371043
77	95	2442031
77	96	1621481
77	97	335007
77	98	4670849
77	99	1736174
77	100	1330122
77	101	3419254
77	102	2240181
77	103	2421745
77	104	1291987
77	105	1938409
77	106	1731591
77	107	361796
77	108	3448458
77	109	360201
77	110	261684
77	111	3233412
77	112	854103
77	113	2304976
77	114	686432
77	115	2393826
77	116	2920754
77	117	1698064
77	118	4728893
77	119	1088557
77	120	997864
77	121	811911
77	122	818012
77	123	2978952
77	124	1685247
77	125	1130458
77	126	1443524
77	127	1158456
77	128	635139
77	129	407762
77	130	302840
77	131	1452567
77	132	2468331
77	133	3458527
77	134	227422
77	135	2438634
77	136	1984324
77	137	1273474
77	138	962099
77	139	268399
77	140	181652
78	1	1894308
78	2	1721401
78	3	2348573
78	4	4145754
78	5	5956181
78	6	764140
78	7	1627674
78	8	2633816
78	9	3300327
78	10	729985
78	11	682856
78	12	2156600
78	13	2439033
78	14	806996
78	15	882267
78	16	2573517
78	17	2200670
78	18	526986
78	19	1995724
78	20	3621759
78	21	4709902
78	22	3543784
78	23	1425041
78	24	3007609
78	25	2366006
78	26	6149158
78	27	3833810
78	28	4335173
78	29	4153576
78	30	7144524
78	31	1524218
78	32	1572326
78	33	4742835
78	34	9178774
78	35	1607686
78	36	872703
78	37	1724523
78	38	7830157
78	39	2118182
78	40	7183781
78	41	6701055
78	42	608852
78	43	3612311
78	44	1383798
78	45	4559652
78	46	5367650
78	47	1167824
78	48	9865215
78	49	4610632
78	50	505768
78	51	3711497
78	52	7881017
78	53	4484170
78	54	2638390
78	55	7152967
78	56	4795119
78	57	3254564
78	58	992572
78	59	4196102
78	60	5330066
78	61	3574684
78	62	3320386
78	63	6009191
78	64	3347646
78	65	1355579
78	66	736242
78	67	971342
78	68	1088402
78	69	1408275
78	70	735042
78	71	5298062
78	72	563796
78	73	2190086
78	74	290601
78	75	5094695
78	76	929122
78	77	716338
78	78	2248389
78	79	3735428
78	80	5611446
78	81	2072068
78	82	242818
78	83	1375895
78	84	2213238
78	85	2988300
78	86	1059092
78	87	3034975
78	88	2963118
78	89	1271321
78	90	924927
78	91	733522
78	92	969464
78	93	1978950
78	94	2597985
78	95	456773
78	96	2151072
78	97	2246964
78	98	4100813
78	99	333002
78	100	2939094
78	101	4400406
78	102	2195289
78	103	1202909
78	104	1815583
78	105	1489030
78	106	2561429
78	107	5032920
78	108	3633665
78	109	3008701
78	110	3457786
78	111	1079571
78	112	1748725
78	113	2064944
78	114	902131
78	115	4502452
78	116	561241
78	117	623850
78	118	1417042
78	119	2633827
78	120	864193
78	121	1577495
78	122	131870
78	123	2111567
78	124	2544903
78	125	1684216
78	126	1950268
78	127	910157
79	1	2513126
79	2	4540709
79	3	1237161
79	4	1560798
79	5	1163614
79	6	2807951
79	7	2036966
79	8	1556003
79	9	113908
79	10	306908
79	11	544884
79	12	5135813
79	13	8343827
79	14	644738
79	15	9249112
79	16	2642221
79	17	4896463
79	18	4696403
79	19	784178
79	20	9736384
79	21	236570
79	22	2543728
79	23	653490
79	24	2980336
79	25	3065115
79	26	3005855
79	27	5131843
79	28	6793798
79	29	1369078
79	30	909635
79	31	949250
79	32	3657522
79	33	7685093
79	34	4103526
79	35	383411
79	36	611888
79	37	7479196
79	38	2680783
79	39	8281012
79	40	2342850
79	41	9901456
79	42	680442
79	43	4141268
79	44	5066391
79	45	889737
79	46	2457596
79	47	6330137
79	48	1090241
79	49	4458931
79	50	9788907
79	51	2519927
79	52	3142534
79	53	1104690
79	54	4324895
79	55	2097284
79	56	1964495
79	57	5434398
79	58	4256288
79	59	2377161
79	60	1056293
79	61	6995515
79	62	4231128
79	63	5187766
79	64	3248700
79	65	2769927
79	66	418425
79	67	557186
79	68	5835465
79	69	1481945
79	70	493928
79	71	1947356
79	72	5245953
79	73	3231462
79	74	344253
79	75	2634708
79	76	3882800
79	77	4395159
79	78	2570657
79	79	2210261
79	80	3847945
79	81	1343517
79	82	139820
79	83	2048096
79	84	756989
79	85	2674294
79	86	505487
79	87	677887
79	88	6024969
79	89	3500396
79	90	4625419
79	91	216684
79	92	1584329
79	93	3757681
79	94	2862756
79	95	2048927
79	96	849164
79	97	1418098
79	98	4112999
79	99	335279
79	100	1725624
79	101	1642080
79	102	662361
79	103	1637772
79	104	427200
79	105	3337198
79	106	236717
79	107	3330844
79	108	633517
79	109	170899
79	110	5053815
79	111	294049
79	112	3121652
79	113	1170064
79	114	1784087
79	115	2052316
79	116	2674120
79	117	3138092
79	118	3686722
79	119	2515265
79	120	3422916
79	121	1597094
79	122	1523397
79	123	1398997
79	124	2270555
79	125	1062623
79	126	226955
79	127	646768
80	1	2939376
80	2	1558340
80	3	2302936
80	4	5924059
80	5	1318038
80	6	2262585
80	7	3285017
80	8	3814768
80	9	681774
80	10	2702498
80	11	551791
80	12	3604621
80	13	6462770
80	14	3104970
80	15	1914801
80	16	5475026
80	17	4395290
80	18	3866324
80	19	5375324
80	20	2439453
80	21	5884907
80	22	943562
80	23	3772273
80	24	2902574
80	25	4186621
80	26	4799006
80	27	5399054
80	28	8225619
80	29	5598455
80	30	3788341
80	31	3487918
80	32	4045384
80	33	4269996
80	34	290131
80	35	2682644
80	36	5685647
80	37	1591180
80	38	2901856
80	39	4002975
80	40	4436261
80	41	5516951
80	42	261482
80	43	3970777
80	44	1303066
80	45	1170226
80	46	7475546
80	47	2638974
80	48	2969425
80	49	2690994
80	50	3787874
80	51	6361729
80	52	2330209
80	53	2161415
80	54	4334930
80	55	3470865
80	56	315795
80	57	277281
80	58	1351491
80	59	1595698
80	60	2007249
80	61	4138502
80	62	1111289
80	63	2646967
80	64	1742231
80	65	755012
80	66	4435752
80	67	1505667
80	68	4112744
80	69	1041733
80	70	817081
80	71	4762034
80	72	1874405
80	73	756660
80	74	1293383
80	75	1121222
80	76	2049909
80	77	1314776
80	78	2424206
80	79	1887540
80	80	1904528
80	81	2045494
80	82	1867813
80	83	198702
80	84	1571242
80	85	1073665
80	86	439790
80	87	777922
80	88	1048484
80	89	1890780
80	90	1199256
80	91	420455
80	92	334596
81	1	3450792
81	2	762017
81	3	1337374
81	4	4891169
81	5	1869591
81	6	1497483
81	7	2686093
81	8	1171492
81	9	527135
81	10	604875
81	11	766870
81	12	458527
81	13	1563974
81	14	584921
81	15	2135040
82	1	4766719
82	2	1256118
82	3	1786452
82	4	4529774
82	5	2151417
82	6	4092249
82	7	679158
82	8	122229
82	9	1709455
82	10	1708444
82	11	2934648
82	12	2503813
82	13	2725421
82	14	3692179
82	15	2903981
82	16	440202
82	17	835787
82	18	7265127
82	19	6655457
82	20	1512362
82	21	604475
82	22	2960761
82	23	5586209
82	24	1628249
82	25	6925257
82	26	3676221
82	27	4227628
82	28	1756683
82	29	1573911
82	30	4380830
82	31	3500225
82	32	3226082
82	33	3078128
82	34	1494367
82	35	1396233
82	36	3166498
82	37	8872993
82	38	11672096
82	39	464299
82	40	2200168
82	41	4314586
82	42	14644007
82	43	687938
82	44	670483
82	45	762451
82	46	1918201
82	47	2449014
82	48	505417
82	49	3178343
82	50	1113668
82	51	1864324
82	52	1666210
82	53	19342592
82	54	628717
82	55	2154884
82	56	530369
82	57	405190
82	58	1620428
82	59	1829325
82	60	1061006
82	61	1511234
82	62	859120
82	63	354622
82	64	1020943
82	65	1659229
82	66	953222
82	67	3061219
82	68	329733
82	69	1274446
82	70	1340835
82	71	1666976
82	72	2607289
82	73	689120
82	74	851435
82	75	2378766
82	76	3686272
82	77	2949420
83	1	166587
83	2	895185
83	3	696073
83	4	242452
83	5	862855
83	6	769792
83	7	950391
83	8	502371
83	9	1379814
83	10	293266
83	11	885024
83	12	103319
83	13	228112
83	14	658442
83	15	588300
86	1	318514
86	2	1378844
86	3	257118
86	4	4168572
86	5	1142834
86	6	949013
86	7	51465
86	8	6026369
86	9	1715184
86	10	2004433
86	11	2124483
86	12	2990973
86	13	495508
86	14	1183693
86	15	575644
86	16	285646
86	17	240272
86	18	40905
86	19	247342
86	20	154951
86	21	180544
86	22	1321786
86	23	185212
86	24	1150022
86	25	2091000
86	26	150530
86	27	2457096
86	28	1947276
87	1	242976
87	2	297169
87	3	865653
87	4	1185373
87	5	1308009
87	6	1414336
87	7	389017
88	1	2988354
88	2	5129241
88	3	8404046
88	4	3230248
88	5	1589191
88	6	1207783
88	7	1606113
88	8	2921083
88	9	3220794
88	10	1840439
88	11	2086990
88	12	1564349
88	13	475474
88	14	687848
88	15	1987626
88	16	1144304
88	17	3274381
88	18	293476
88	19	1289916
88	20	1175217
88	21	819019
88	22	1332425
88	23	698145
88	24	1022107
89	1	7742226
89	2	575749
89	3	3005713
89	4	1631346
89	5	6004397
89	6	4056289
89	7	6395036
89	8	2854375
89	9	4308012
89	10	3954361
89	11	3083863
89	12	1292248
89	13	6705480
89	14	2149130
89	15	3541980
89	16	1733250
89	17	2105644
89	18	7669596
89	19	2070713
89	20	2186485
89	21	2967547
89	22	504017
89	23	5422764
89	24	3036529
89	25	2544381
89	26	1404700
89	27	3347976
89	28	1926752
89	29	5432202
89	30	5292579
89	31	1725665
89	32	5698509
89	33	1693547
89	34	5601995
89	35	3366549
89	36	1371627
89	37	3254217
89	38	4228842
89	39	3323688
89	40	713299
89	41	3559423
89	42	2519562
89	43	2979222
89	44	4683195
89	45	4876411
89	46	1772414
89	47	2726910
89	48	2363465
89	49	1893562
89	50	5772612
89	51	4602731
89	52	3752420
89	53	1996175
89	54	315003
89	55	3259625
89	56	393081
89	57	4519490
89	58	3412274
89	59	3347618
89	60	2449470
89	61	2834477
89	62	3127447
89	63	3830942
89	64	7373207
89	65	6453223
89	66	2541525
89	67	8845377
89	68	314808
89	69	1563946
89	70	2412942
89	71	265841
89	72	2498970
89	73	1975562
89	74	2034389
89	75	3092224
89	76	1895819
89	77	2254728
89	78	3849008
89	79	4348016
89	80	3386074
89	81	3754603
89	82	3937592
89	83	3908712
89	84	1288810
89	85	1330455
89	86	2873035
89	87	375125
89	88	2878123
89	89	1832936
89	90	1912144
89	91	1126210
89	92	4895674
89	93	630539
89	94	4209069
89	95	379071
89	96	240285
89	97	292248
89	98	1741701
89	99	1080169
89	100	1201203
89	101	1822797
89	102	2767258
89	103	681648
89	104	275661
89	105	2449803
89	106	3768404
89	107	3382304
89	108	2385803
89	109	1554645
89	110	2599944
89	111	1399383
89	112	1559406
89	113	4033512
89	114	2099876
89	115	2161774
89	116	3650614
89	117	2542751
89	118	1384154
89	119	4560074
89	120	454015
89	121	818038
89	122	3871024
89	123	2975174
89	124	1422686
89	125	1129905
89	126	1405975
89	127	1830505
89	128	312258
89	129	1208921
89	130	622665
89	131	1947871
89	132	1082383
90	1	1318854
90	2	1745740
90	3	1463081
90	4	924957
90	5	2431522
90	6	7003943
90	7	3727238
90	8	1507748
90	9	2002290
90	10	650614
90	11	957631
90	12	3809823
90	13	5178440
90	14	7885658
90	15	6825695
90	16	3723253
90	17	6717277
90	18	3740922
90	19	1139971
90	20	2265203
90	21	1472368
90	22	1551994
90	23	3306218
90	24	5211534
90	25	2781362
90	26	2022347
90	27	4407800
90	28	8028031
90	29	7438347
90	30	8548813
90	31	561678
90	32	5828225
90	33	3393467
90	34	4219317
90	35	4276617
90	36	3371965
90	37	5428768
90	38	3414492
90	39	5958572
90	40	571779
90	41	1152808
90	42	4537382
90	43	6538270
90	44	3486588
90	45	2376600
90	46	2389855
90	47	1578690
90	48	2411381
90	49	7625000
90	50	5002158
90	51	3850722
90	52	5246098
90	53	2059125
90	54	5041617
90	55	1991968
90	56	2861337
90	57	2064927
90	58	403520
90	59	5934013
90	60	1951415
90	61	2806885
90	62	5913918
90	63	5916148
90	64	2821124
90	65	3385974
90	66	6149476
90	67	2974811
90	68	2313947
90	69	2619495
90	70	2021924
90	71	6826208
90	72	3127937
90	73	2445620
90	74	5451692
90	75	3376938
90	76	5015493
90	77	4630272
90	78	1607041
90	79	2423554
90	80	736974
90	81	1801047
90	82	4375517
90	83	2660440
90	84	3324745
90	85	6446943
90	86	2901944
90	87	5481902
90	88	438137
90	89	3444414
90	90	2143621
90	91	1049988
90	92	3701599
90	93	7978035
90	94	3039594
90	95	502412
90	96	1829494
90	97	3018405
90	98	2305198
90	99	3234221
90	100	898970
90	101	2374038
90	102	285200
90	103	600877
90	104	5301945
90	105	2329525
90	106	3721010
90	107	5367563
90	108	1092300
90	109	5042818
90	110	2024759
90	111	1488885
90	112	601090
90	113	2033006
90	114	3947636
90	115	1475938
90	116	3808459
90	117	3049280
90	118	2002947
90	119	555824
90	120	1705649
90	121	2620379
90	122	4247278
90	123	2643680
90	124	1685385
90	125	530322
90	126	1653677
90	127	1104782
90	128	3690461
90	129	835086
90	130	307835
90	131	1407276
90	132	2986477
90	133	1420704
90	134	1694248
90	135	1480883
91	1	855783
91	2	486023
91	3	3244825
91	4	8481969
91	5	6215143
91	6	321981
91	7	5642913
91	8	4488691
91	9	2884939
91	10	2242983
91	11	171660
91	12	776791
91	13	976344
91	14	4851190
91	15	1374883
91	16	6890854
91	17	7942445
91	18	2256055
91	19	4185945
91	20	720490
91	21	7308752
91	22	5980670
91	23	1325364
91	24	2168501
91	25	2990276
91	26	8454479
91	27	4091286
91	28	3493962
91	29	5505274
91	30	1404514
91	31	2632953
91	32	7488563
91	33	4927022
91	34	4681952
91	35	9137577
91	36	4536032
91	37	2234726
91	38	2488280
91	39	5331829
91	40	3427756
91	41	3563174
91	42	1077928
91	43	2283357
91	44	6711165
91	45	3057730
91	46	2265956
91	47	2050094
91	48	416767
91	49	4318176
91	50	2940478
91	51	1469065
91	52	1470144
91	53	7739408
91	54	7523736
91	55	3672120
91	56	1609354
91	57	4637679
91	58	1973575
91	59	8400654
91	60	4237847
91	61	8987942
91	62	1710947
91	63	5719350
91	64	4895182
91	65	6929364
91	66	626555
91	67	1487097
91	68	1002892
91	69	2941087
91	70	1079390
91	71	1669148
91	72	5439530
91	73	4869053
91	74	381871
91	75	3655226
91	76	2726506
91	77	1680849
91	78	3430078
91	79	400278
91	80	6074977
91	81	184683
91	82	2584836
91	83	5560711
91	84	4649064
91	85	455417
91	86	3353261
91	87	3642985
91	88	2749815
91	89	959694
91	90	2059435
91	91	4078198
91	92	6185648
91	93	288437
91	94	3600258
91	95	356566
91	96	3118344
91	97	4475913
91	98	4885840
91	99	2878921
91	100	1623144
91	101	193908
91	102	5678080
91	103	3813921
91	104	2936925
91	105	1742626
91	106	677803
91	107	1935904
91	108	925706
91	109	3185727
91	110	4575163
91	111	1028241
91	112	2033325
91	113	3214764
91	114	3175482
91	115	1710603
91	116	1699674
91	117	738606
91	118	1408652
91	119	1779547
91	120	1284938
91	121	1083737
91	122	3848984
91	123	1136993
91	124	1577011
91	125	2089356
91	126	4412486
91	127	584244
91	128	3083561
91	129	2104674
91	130	262098
91	131	170552
91	132	1271957
91	133	1412961
91	134	2261662
91	135	3229346
91	136	2146990
91	137	204591
91	138	1871905
91	139	2164649
91	140	637379
91	141	1928282
91	142	1043783
91	143	1404249
91	144	2043831
91	145	932640
91	146	2462354
91	147	1991587
91	148	1527809
92	1	180377
92	2	5746252
92	3	2401791
92	4	4005434
92	5	4497688
92	6	8833811
92	7	3635634
92	8	7324449
92	9	3074778
92	10	1397058
92	11	1423607
92	12	5982719
92	13	918478
92	14	8756129
92	15	4599435
92	16	4211485
92	17	3221243
92	18	1416129
92	19	696163
92	20	7474727
92	21	4231279
92	22	7515693
92	23	2458863
92	24	4731013
92	25	860794
92	26	6330499
92	27	5638811
92	28	3288189
92	29	3878144
92	30	1342879
92	31	5053175
92	32	3520827
92	33	3034083
92	34	4971029
92	35	466442
92	36	4618584
92	37	1892136
92	38	5774884
92	39	2623603
92	40	4676369
92	41	8947475
92	42	2197431
92	43	7293410
92	44	3767249
92	45	642557
92	46	3674969
92	47	2007097
92	48	2679594
92	49	3042041
92	50	1025723
92	51	1406486
92	52	554056
92	53	1069010
92	54	2440375
92	55	2376668
92	56	5066386
92	57	7457716
92	58	3226199
92	59	1509553
92	60	10190800
92	61	1141707
92	62	1502255
92	63	519696
92	64	3284586
92	65	1601438
92	66	5304810
92	67	4475403
92	68	3056885
92	69	4848527
92	70	4577532
92	71	3266063
92	72	3986278
92	73	1201394
92	74	10110179
92	75	5286581
92	76	619889
92	77	3401677
92	78	3323649
92	79	2827050
92	80	6835292
92	81	4726952
92	82	9077425
92	83	12121580
92	84	9124376
92	85	2819051
92	86	1033743
92	87	1714176
92	88	2347770
92	89	706193
92	90	2020581
92	91	5255592
92	92	5828534
92	93	4365717
92	94	7273668
92	95	2974595
92	96	3581439
92	97	3978274
92	98	2470106
92	99	5073995
92	100	10545789
92	101	4729073
92	102	372692
92	103	7051078
92	104	4456073
92	105	981604
92	106	4684014
92	107	4383204
92	108	2631907
92	109	2406722
92	110	1930763
92	111	1415327
92	112	2179784
92	113	1380891
92	114	2101829
92	115	213441
92	116	384315
92	117	2363879
92	118	1432381
92	119	287306
92	120	3588859
92	121	1430196
92	122	2310938
92	123	4229945
92	124	314790
92	125	4607937
92	126	3685648
92	127	1819547
92	128	680140
92	129	685688
92	130	4733041
92	131	2190143
92	132	1002616
92	133	836268
92	134	3660016
92	135	6438509
92	136	1383328
92	137	2788524
92	138	2160795
92	139	1525165
92	140	685782
92	141	3244792
92	142	1505839
92	143	978746
92	144	1502219
92	145	527982
92	146	1233308
93	1	7631014
93	2	3454082
93	3	3357965
93	4	2757556
93	5	2294373
93	6	3687567
93	7	492465
93	8	1822428
93	9	400494
93	10	767670
93	11	2578694
93	12	5373913
93	13	304947
93	14	1894878
93	15	489304
93	16	1587791
93	17	3334248
93	18	3970837
93	19	2980585
93	20	5379347
93	21	6458067
93	22	7419995
93	23	5157040
93	24	5683452
93	25	5289519
93	26	552397
93	27	3433115
93	28	3344218
93	29	1010635
93	30	584245
93	31	1548179
93	32	1289427
93	33	1412226
93	34	5461654
93	35	1316015
93	36	703992
93	37	5281499
93	38	4822108
93	39	4486098
93	40	1446736
93	41	1008782
93	42	4109269
93	43	2166913
93	44	5000349
93	45	1218100
93	46	3934704
93	47	6836129
93	48	4591734
93	49	2094884
93	50	8534809
93	51	1990500
93	52	6513484
93	53	3542773
93	54	2821304
93	55	1404690
93	56	1611094
93	57	5047311
93	58	1274136
93	59	6154066
93	60	455000
93	61	444064
93	62	6018830
93	63	1738707
93	64	2447673
93	65	1442824
93	66	4206900
93	67	14392979
93	68	2063789
93	69	4614422
93	70	2431425
93	71	1732358
93	72	6416809
93	73	799832
93	74	1689142
93	75	360990
93	76	1446847
93	77	1486553
93	78	8171018
93	79	5086582
93	80	1594745
93	81	2979217
93	82	1050848
93	83	4790211
93	84	564593
93	85	1228788
93	86	5460785
93	87	2825532
93	88	1148383
93	89	2927670
93	90	3215676
93	91	4319795
93	92	3333810
93	93	5861575
93	94	526224
93	95	5944963
93	96	3694117
93	97	900298
93	98	4049768
93	99	3672377
93	100	2786478
93	101	2010365
93	102	2470956
93	103	383628
93	104	2647772
93	105	829386
93	106	981666
93	107	742075
93	108	1956413
93	109	1895776
93	110	4779192
93	111	2613193
93	112	2380787
93	113	3657776
93	114	7884653
93	115	1997227
93	116	1822724
93	117	1601574
93	118	1779728
93	119	3730807
93	120	1303652
93	121	4128283
93	122	2476304
93	123	530692
93	124	5454888
93	125	3029900
93	126	571244
93	127	664049
93	128	1579108
93	129	4040317
93	130	543214
93	131	1047694
93	132	1600343
93	133	797052
93	134	892732
93	135	649858
93	136	1147059
93	137	1563474
93	138	3251973
93	139	3864846
93	140	1107048
93	141	2765088
93	142	2274158
93	143	3507054
93	144	3449318
93	145	1107991
93	146	412399
93	147	2300704
93	148	1143365
93	149	2261960
93	150	2291952
93	151	4120603
93	152	1731393
93	153	1526647
93	154	3806013
93	155	1544317
93	156	771804
93	157	297566
93	158	2009761
93	159	227889
94	1	673041
94	2	1837601
94	3	3081783
94	4	3908989
94	5	4777940
94	6	944340
94	7	1327295
94	8	2570832
94	9	267498
94	10	331456
94	11	5333236
94	12	1386978
94	13	5424464
94	14	2568196
94	15	2149057
94	16	4872726
94	17	3442782
94	18	3124553
94	19	2215870
94	20	321504
94	21	1275044
94	22	4508713
94	23	2008300
94	24	256199
94	25	3247447
94	26	2855957
94	27	1403888
94	28	898186
94	29	2076763
94	30	811114
94	31	376869
94	32	6011974
94	33	4706654
94	34	4558661
94	35	1432695
94	36	6606133
94	37	5875489
94	38	334932
94	39	2959772
94	40	3451066
94	41	1829232
94	42	4536732
94	43	861597
94	44	1417494
94	45	3367539
94	46	461468
94	47	1868686
94	48	3854618
94	49	2607457
94	50	6260770
94	51	425631
94	52	1468548
94	53	3662876
94	54	3408635
94	55	1234193
94	56	5076576
94	57	3094727
94	58	1123785
94	59	352686
94	60	800193
94	61	1579430
94	62	3635604
94	63	2185585
94	64	2146673
94	65	2798539
94	66	1426885
94	67	2317332
94	68	2048424
94	69	1129783
94	70	831915
94	71	8372889
94	72	807098
94	73	1752824
94	74	590687
94	75	2761820
94	76	3211116
94	77	166998
94	78	1535179
94	79	1436904
94	80	1253355
94	81	265332
94	82	748130
94	83	608982
94	84	2342791
94	85	1553134
94	86	2348144
94	87	185901
94	88	334234
94	89	697674
94	90	2332805
94	91	371980
94	92	1517127
94	93	156523
94	94	1053870
94	95	1304310
94	96	341641
94	97	762784
94	98	892659
94	99	238824
94	100	1888281
94	101	1203648
94	102	3227780
94	103	2192150
94	104	3714984
94	105	1342271
94	106	786184
94	107	1054434
94	108	1230598
94	109	206950
94	110	222201
94	111	5042002
94	112	1384129
94	113	3191058
94	114	986200
94	115	816422
95	1	1147244
95	2	4004302
95	3	4450657
95	4	1226578
95	5	6343231
95	6	600027
95	7	2395607
95	8	2743196
95	9	1041764
95	10	1979729
95	11	2939876
95	12	339956
95	13	1715394
95	14	3128663
95	15	2061249
95	16	1883672
95	17	6937625
95	18	3436390
95	19	4073728
95	20	1268853
95	21	1505487
95	22	1299641
95	23	4236440
95	24	5394024
95	25	1516727
95	26	313632
95	27	3321381
95	28	468576
95	29	4111099
95	30	4373033
95	31	722991
95	32	1778423
95	33	1226645
95	34	1220930
95	35	883968
95	36	702866
95	37	676833
95	38	134154
95	39	2637593
95	40	2330541
95	41	676977
95	42	871616
95	43	1778380
96	1	1985043
96	2	4105052
96	3	6670284
96	4	7400944
96	5	4013162
96	6	9895716
96	7	2102128
96	8	4404632
96	9	2403754
96	10	388966
96	11	6107244
96	12	4562993
96	13	2606754
96	14	244992
96	15	1439701
96	16	4777199
96	17	2297565
96	18	2397823
96	19	4362452
96	20	1169817
96	21	349575
96	22	2726028
96	23	1427422
96	24	4539256
96	25	1097265
96	26	2515779
96	27	2441681
96	28	1605009
96	29	2871199
96	30	2418619
96	31	2550630
96	32	2710633
96	33	3551398
96	34	2754874
96	35	1662520
96	36	476105
96	37	1121912
96	38	722273
96	39	1664607
96	40	794451
96	41	790573
96	42	2128331
96	43	863384
96	44	727985
96	45	2716084
96	46	324736
96	47	422584
96	48	1530073
96	49	1482687
96	50	471092
96	51	1289949
96	52	1328169
96	53	1445142
96	54	323402
96	55	743759
96	56	1578305
96	57	2827040
96	58	4625564
96	59	1451488
96	60	2708990
96	61	3480226
96	62	182613
96	63	2084173
96	64	2186265
96	65	2692731
96	66	1441790
96	67	919804
96	68	669112
96	69	361161
96	70	1522214
96	71	740460
97	1	449234
97	2	390660
97	3	114812
97	4	123531
97	5	376636
97	6	167891
97	7	1252622
97	8	790977
97	9	57857
97	10	260588
97	11	104884
100	1	6682773
100	2	2274737
100	3	3876048
100	4	526805
100	5	243623
100	6	5267988
100	7	4239382
100	8	8064137
100	9	2467437
100	10	2236535
100	11	6376757
100	12	1952721
100	13	1088846
100	14	5324135
100	15	1250267
100	16	1951400
100	17	744765
100	18	750999
100	19	6378360
100	20	1526172
100	21	3845420
100	22	204495
100	23	712429
100	24	4060850
100	25	4467510
100	26	1957031
100	27	2116495
100	28	358663
100	29	1527297
100	30	1094622
100	31	3225167
100	32	168417
101	1	3159086
101	2	868971
101	3	915691
101	4	2784368
101	5	2500358
101	6	3579864
101	7	318457
101	8	1429778
101	9	1075462
101	10	629728
101	11	786675
101	12	1059907
101	13	1829677
101	14	1779967
101	15	560750
101	16	238101
101	17	211391
101	18	362410
101	19	975002
101	20	1010206
101	21	193901
101	22	982953
101	23	227827
102	1	776719
102	2	1629330
102	3	1302454
102	4	239290
102	5	338186
102	6	238127
102	7	674126
102	8	1275374
102	9	2474386
102	10	178378
102	11	490819
103	1	2794400
103	2	3523850
103	3	575843
103	4	2639023
103	5	5221942
103	6	1367783
103	7	2118503
103	8	9366863
103	9	4014130
103	10	1256057
103	11	3112066
103	12	2163908
103	13	4350374
103	14	2381501
103	15	3066375
103	16	3904819
103	17	874023
103	18	1028000
103	19	5968496
103	20	5036198
103	21	762610
103	22	2811388
103	23	364009
103	24	2038705
103	25	6486382
103	26	8496240
103	27	1402917
103	28	1924780
